ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-02-28T00:00:00Z,2008.677001725883,233.81865643252857,233.81865643252857,233.81865643252857,218.02919768739008,218.02919768739008,218.02919768739008,15.789458745138473,15.789458745138473,15.789458745138473,0,0,0,-525.7108253371485,4964.009281868766,2008.677001725883,2008.677001725883,2242.4956581584115
2022-03-01T00:00:00Z,2009.1125052922034,838.8227372251606,838.8227372251606,838.8227372251606,784.9535587724623,784.9535587724623,784.9535587724623,53.86917845269834,53.86917845269834,53.86917845269834,0,0,0,-46.003394317368326,5557.0987115736425,2009.1125052922034,2009.1125052922034,2847.935242517364
2022-03-02T00:00:00Z,2009.5480088585236,893.94651298557994,893.94651298557994,893.94651298557994,801.780357025934,801.780357025934,801.780357025934,92.16615595964619,92.16615595964619,92.16615595964619,0,0,0,102.05654660343197,5706.02446631578,2009.5480088585236,2009.5480088585236,2903.4945218441035
2022-03-03T00:00:00Z,2009.983512424844,962.4640097604496,962.4640097604496,962.4640097604496,832.4274927398098,832.4274927398098,832.4274927398098,130.0365170206399,130.0365170206399,130.0365170206399,0,0,0,231.5171483314266,5685.439680200011,2009.983512424844,2009.983512424844,2972.4475221852936
2022-03-04T00:00:00Z,2010.4190159911645,994.891141067541,994.891141067541,994.891141067541,828.0560808286783,828.0560808286783,828.0560808286783,166.83506023886278,166.83506023886278,166.83506023886278,0,0,0,-43.647142995880564,5703.867562604065,2010.4190159911645,2010.4190159911645,3005.3101570587055
2022-03-05T00:00:00Z,2010.854519557485,-1206.5460350331368,-1206.5460350331368,-1206.5460350331368,-1408.4757928567687,-1408.4757928567687,-1408.4757928567687,201.92975782363183,201.92975782363183,201.92975782363183,0,0,0,-1803.3569414708074,3637.536155646946,2010.854519557485,2010.854519557485,804.3084845243482
2022-03-06T00:00:00Z,2011.2900231238054,-1822.0550779285409,-1822.0550779285409,-1822.0550779285409,-2056.77089419711,-2056.77089419711,-2056.77089419711,234.71581626856863,234.71581626856863,234.71581626856863,0,0,0,-2595.4801489188485,2733.571559191671,2011.2900231238054,2011.2900231238054,189.23494519526457
2022-03-07T00:00:00Z,2011.7255266901257,482.65816406543087,482.65816406543087,482.65816406543087,218.0291976881107,218.0291976881107,218.0291976881107,264.6289663773202,264.6289663773202,264.6289663773202,0,0,0,-360.8346662825036,5255.113859444366,2011.7255266901257,2011.7255266901257,2494.3836907555565
2022-03-08T00:00:00Z,2012.161030256446,1076.1112352571363,1076.1112352571363,1076.1112352571363,784.953558772262,784.953558772262,784.953558772262,291.15767648487395,291.15767648487395,291.15767648487395,0,0,0,300.8041122962185,5821.841887131328,2012.161030256446,2012.161030256446,3088.272265513582
2022-03-09T00:00:00Z,2012.596533822766,1115.6343713422318,1115.6343713422318,1115.6343713422318,801.7803570266731,801.7803570266731,801.7803570266731,313.85401431555874,313.85401431555874,313.85401431555874,0,0,0,239.13793643684315,6099.540153904729,2012.596533822766,2012.596533822766,3128.230905164998
2022-03-10T00:00:00Z,2013.0320373890866,1164.77041349715,1164.77041349715,1164.77041349715,832.4274927394747,832.4274927394747,832.4274927394747,332.3429207576752,332.3429207576752,332.3429207576752,0,0,0,347.8785584016232,6033.535468245542,2013.0320373890866,2013.0320373890866,3177.8024508862363
2022-03-11T00:00:00Z,2013.467540955407,1174.3857826581916,1174.3857826581916,1174.3857826581916,828.0560808272503,828.0560808272503,828.0560808272503,346.32970183094125,346.32970183094125,346.32970183094125,0,0,0,358.6370008890011,5940.932288171134,2013.467540955407,2013.467540955407,3187.8533236135986
2022-03-12T00:00:00Z,2013.9030445217275,-1052.87020076355,-1052.87020076355,-1052.87020076355,-1408.4757928595297,-1408.4757928595297,-1408.4757928595297,355.60559209597994,355.60559209597994,355.60559209597994,0,0,0,-1843.8922910740241,3372.190384469884,2013.9030445217275,2013.9030445217275,961.0328437581775
2022-03-13T00:00:00Z,2014.3385480880477,-1696.7196017673627,-1696.7196017673627,-1696.7196017673627,-2056.7708941980754,-2056.7708941980754,-2056.7708941980754,360.051292430713,360.051292430713,360.051292430713,0,0,0,-2459.276006894701,3019.5903989678177,2014.3385480880477,2014.3385480880477,317.6189463206849
