ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,Christmas,Christmas_lower,Christmas_upper,CNY,CNY_lower,CNY_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,holidays,holidays_lower,holidays_upper,is_final_2ld,is_final_2ld_lower,is_final_2ld_upper,is_final_day,is_final_day_lower,is_final_day_upper,is_final_week,is_final_week_lower,is_final_week_upper,is_first_2days,is_first_2days_lower,is_first_2days_upper,is_first_day,is_first_day_lower,is_first_day_upper,is_first_week,is_first_week_lower,is_first_week_upper,MCO_1,MCO_1_lower,MCO_1_upper,MCO_2,MCO_2_lower,MCO_2_upper,Minor_PH,Minor_PH_lower,Minor_PH_upper,monthly,monthly_lower,monthly_upper,Raya_AA,Raya_AA_lower,Raya_AA_upper,Raya_AF,Raya_AF_lower,Raya_AF_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-01T00:00:00Z,1770.3848436762942,-4762.666263221979,-4762.666263221979,-4762.666263221979,0,0,0,0,0,0,-1035.064032163519,-1035.064032163519,-1035.064032163519,-1942.481887325009,-1942.481887325009,-1942.481887325009,0,0,0,0,0,0,0,0,0,0,0,0,-435.99363313421185,-435.99363313421185,-435.99363313421185,-599.0703990293072,-599.0703990293072,-599.0703990293072,0,0,0,0,0,0,-1942.481887325009,-1942.481887325009,-1942.481887325009,-651.627429008126,-651.627429008126,-651.627429008126,0,0,0,0,0,0,-1474.441207318233,-1474.441207318233,-1474.441207318233,340.9482925929083,340.9482925929083,340.9482925929083,0,0,0,-4394.0066287240115,-1521.0861493210637,1770.3848436762942,1770.3848436762942,-2992.2814195456845
2022-01-02T00:00:00Z,1770.9646763279266,-3767.894226711167,-3767.894226711167,-3767.894226711167,0,0,0,0,0,0,-1312.796251515777,-1312.796251515777,-1312.796251515777,0,0,0,0,0,0,0,0,0,0,0,0,-713.7258524864698,-713.7258524864698,-713.7258524864698,0,0,0,-599.0703990293072,-599.0703990293072,-599.0703990293072,0,0,0,0,0,0,0,0,0,-627.5160587041252,-627.5160587041252,-627.5160587041252,0,0,0,0,0,0,-2082.4939985810606,-2082.4939985810606,-2082.4939985810606,254.91208208979583,254.91208208979583,254.91208208979583,0,0,0,-3468.5832380503375,-569.7062000531976,1770.9646763279266,1770.9646763279266,-1996.9295503832404
2022-01-03T00:00:00Z,1771.5445089795587,-656.2790035684154,-656.2790035684154,-656.2790035684154,0,0,0,0,0,0,-599.0703990293072,-599.0703990293072,-599.0703990293072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-599.0703990293072,-599.0703990293072,-599.0703990293072,0,0,0,0,0,0,0,0,0,-605.5614375721963,-605.5614375721963,-605.5614375721963,0,0,0,0,0,0,382.29037273455936,382.29037273455936,382.29037273455936,166.06246029852835,166.06246029852835,166.06246029852835,0,0,0,-391.3643546728991,2572.311881552789,1771.5445089795587,1771.5445089795587,1115.2655054111433
2022-01-04T00:00:00Z,1772.1243416311909,-378.6132281408491,-378.6132281408491,-378.6132281408491,0,0,0,0,0,0,-599.0703990293072,-599.0703990293072,-599.0703990293072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-599.0703990293072,-599.0703990293072,-599.0703990293072,0,0,0,0,0,0,0,0,0,-607.674515451373,-607.674515451373,-607.674515451373,0,0,0,0,0,0,752.128079693416,752.128079693416,752.128079693416,76.00360664641521,76.00360664641521,76.00360664641521,0,0,0,-73.36467096809159,2867.8248089976905,1772.1243416311909,1772.1243416311909,1393.5111134903418
2022-01-05T00:00:00Z,1772.704174282823,-504.079797013023,-504.079797013023,-504.079797013023,0,0,0,0,0,0,-599.0703990293072,-599.0703990293072,-599.0703990293072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-599.0703990293072,-599.0703990293072,-599.0703990293072,0,0,0,0,0,0,0,0,0,-656.491108911082,-656.491108911082,-656.491108911082,0,0,0,0,0,0,765.114761331198,765.114761331198,765.114761331198,-13.63305040383162,-13.63305040383162,-13.63305040383162,0,0,0,-241.87442023416608,2707.5698188392944,1772.704174282823,1772.704174282823,1268.6243772698
2022-01-06T00:00:00Z,1773.2840069344552,-617.7784506536227,-617.7784506536227,-617.7784506536227,0,0,0,0,0,0,-599.0703990293072,-599.0703990293072,-599.0703990293072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-599.0703990293072,-599.0703990293072,-599.0703990293072,0,0,0,0,0,0,0,0,0,-746.4393914911657,-746.4393914911657,-746.4393914911657,0,0,0,0,0,0,828.9573640358819,828.9573640358819,828.9573640358819,-101.22602416903182,-101.22602416903182,-101.22602416903182,0,0,0,-310.3421557296702,2732.9908395682937,1773.2840069344552,1773.2840069344552,1155.5055562808325
2022-01-07T00:00:00Z,1773.8638395860876,-690.5486493672686,-690.5486493672686,-690.5486493672686,0,0,0,0,0,0,-599.0703990293072,-599.0703990293072,-599.0703990293072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-599.0703990293072,-599.0703990293072,-599.0703990293072,0,0,0,0,0,0,0,0,0,-734.7220053295729,-734.7220053295729,-734.7220053295729,0,0,0,0,0,0,828.4446280976821,828.4446280976821,828.4446280976821,-185.20087310607076,-185.20087310607076,-185.20087310607076,0,0,0,-404.44812555837666,2533.9172260050423,1773.8638395860876,1773.8638395860876,1083.315190218819
2022-01-08T00:00:00Z,1774.4436722377197,-2319.7742085656155,-2319.7742085656155,-2319.7742085656155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-581.2667067434521,-581.2667067434521,-581.2667067434521,0,0,0,0,0,0,-1474.441207311002,-1474.441207311002,-1474.441207311002,-264.06629451116197,-264.06629451116197,-264.06629451116197,0,0,0,-1920.368472198855,850.0149374639548,1774.4436722377197,1774.4436722377197,-545.3305363278957
2022-01-09T00:00:00Z,1775.023504889352,-2859.3643644226977,-2859.3643644226977,-2859.3643644226977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-440.422057638877,-440.422057638877,-440.422057638877,0,0,0,0,0,0,-2082.4939985804713,-2082.4939985804713,-2082.4939985804713,-336.44830820334965,-336.44830820334965,-336.44830820334965,0,0,0,-2460.6196386725987,440.18884923000644,1775.023504889352,1775.023504889352,-1084.3408595333458
2022-01-10T00:00:00Z,1775.603337540984,-384.4836633138886,-384.4836633138886,-384.4836633138886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-365.6523609677615,-365.6523609677615,-365.6523609677615,0,0,0,0,0,0,382.29037273631235,382.29037273631235,382.29037273631235,-401.12167508243937,-401.12167508243937,-401.12167508243937,0,0,0,-55.505553680322144,2813.6696353638968,1775.603337540984,1775.603337540984,1391.1196742270954
