ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-01T00:00:00Z,1994.3948958871956,-1354.0237423258761,-1354.0237423258761,-1354.0237423258761,-1404.3779894179804,-1404.3779894179804,-1404.3779894179804,50.35424709210416,50.35424709210416,50.35424709210416,0,0,0,-2143.3032790388224,3570.9111918456992,1994.3948958871956,1994.3948958871956,640.3711535613195
2022-01-02T00:00:00Z,1994.8021083062952,-2072.965195535021,-2072.965195535021,-2072.965195535021,-2054.879417849872,-2054.879417849872,-2054.879417849872,-18.08577768514875,-18.08577768514875,-18.08577768514875,0,0,0,-2754.629110366609,2747.27716108151,1994.8021083062952,1994.8021083062952,-78.16308722872577
2022-01-03T00:00:00Z,1995.2093207253947,139.10303383779225,139.10303383779225,139.10303383779225,225.31148129251028,225.31148129251028,225.31148129251028,-86.2084474547181,-86.2084474547181,-86.2084474547181,0,0,0,-801.7723604699279,4902.331591183712,1995.2093207253947,1995.2093207253947,2134.312354563187
2022-01-04T00:00:00Z,1995.6165331444943,666.7610777406461,666.7610777406461,666.7610777406461,819.6980859051248,819.6980859051248,819.6980859051248,-152.93700816447867,-152.93700816447867,-152.93700816447867,0,0,0,-172.0279880783889,5553.236416630306,1995.6165331444943,1995.6165331444943,2662.3776108851403
2022-01-05T00:00:00Z,1996.0237455635938,539.1941926551929,539.1941926551929,539.1941926551929,756.4134150024355,756.4134150024355,756.4134150024355,-217.21922234724252,-217.21922234724252,-217.21922234724252,0,0,0,-218.9550331659363,5382.744741571176,1996.0237455635938,1996.0237455635938,2535.217938218787
2022-01-06T00:00:00Z,1996.4309579826934,547.6150515665585,547.6150515665585,547.6150515665585,825.6665326038017,825.6665326038017,825.6665326038017,-278.0514810372432,-278.0514810372432,-278.0514810372432,0,0,0,-183.37937854397543,5186.592374130857,1996.4309579826934,1996.4309579826934,2544.0460095492517
2022-01-07T00:00:00Z,1996.838170401793,497.66597430014815,497.66597430014815,497.66597430014815,832.1678924568087,832.1678924568087,832.1678924568087,-334.50191815666045,-334.50191815666045,-334.50191815666045,0,0,0,-407.8183505515669,5264.934764088455,1996.838170401793,1996.838170401793,2494.504144701941
2022-01-08T00:00:00Z,1997.2453828208925,-1790.1099130752877,-1790.1099130752877,-1790.1099130752877,-1404.3779894108147,-1404.3779894108147,-1404.3779894108147,-385.7319236644729,-385.7319236644729,-385.7319236644729,0,0,0,-2481.387223136361,2988.387952509511,1997.2453828208925,1997.2453828208925,207.13546974560472
2022-01-09T00:00:00Z,1997.652595239992,-2485.894906478369,-2485.894906478369,-2485.894906478369,-2054.879417849325,-2054.879417849325,-2054.879417849325,-431.01548862904406,-431.01548862904406,-431.01548862904406,0,0,0,-3187.5588935524484,2395.772132552449,1997.652595239992,1997.652595239992,-488.24231123837717
2022-01-10T00:00:00Z,1998.0598076590916,-244.44438662441044,-244.44438662441044,-244.44438662441044,225.31148129424972,225.31148129424972,225.31148129424972,-469.7558679186601,-469.7558679186601,-469.7558679186601,0,0,0,-1031.595319874321,4544.073651882621,1998.0598076590916,1998.0598076590916,1753.615421034681
2022-01-11T00:00:00Z,1998.4670200781911,318.1989727947299,318.1989727947299,318.1989727947299,819.6980859052348,819.6980859052348,819.6980859052348,-501.49911311050505,-501.49911311050505,-501.49911311050505,0,0,0,-474.1269857407133,5020.259386560875,1998.4670200781911,1998.4670200781911,2316.665992872921
2022-01-12T00:00:00Z,1998.8742324972907,230.46930724540624,230.46930724540624,230.46930724540624,756.4134150022355,756.4134150022355,756.4134150022355,-525.9441077568292,-525.9441077568292,-525.9441077568292,0,0,0,-528.5247431842557,4941.710573680868,1998.8742324972907,1998.8742324972907,2229.343539742697
2022-01-13T00:00:00Z,1999.2814449163902,282.7177053643808,282.7177053643808,282.7177053643808,825.6665326035575,825.6665326035575,825.6665326035575,-542.9488272391766,-542.9488272391766,-542.9488272391766,0,0,0,-217.40602851636436,5098.445921688221,1999.2814449163902,1999.2814449163902,2281.999150280771
2022-01-14T00:00:00Z,1999.6886573354898,279.6352487667239,279.6352487667239,279.6352487667239,832.167892461368,832.167892461368,832.167892461368,-552.5326436946441,-552.5326436946441,-552.5326436946441,0,0,0,-307.53255559563047,4972.538478371103,1999.6886573354898,1999.6886573354898,2279.3239061022136
2022-01-15T00:00:00Z,2000.0958697545893,-1959.2525896751413,-1959.2525896751413,-1959.2525896751413,-1404.3779894119868,-1404.3779894119868,-1404.3779894119868,-554.8746002631544,-554.8746002631544,-554.8746002631544,0,0,0,-2740.2948846722775,2752.096015023997,2000.0958697545893,2000.0958697545893,40.84328007944805
2022-01-16T00:00:00Z,2000.5030821736889,-2605.187103236015,-2605.187103236015,-2605.187103236015,-2054.8794178474277,-2054.8794178474277,-2054.8794178474277,-550.3076853885871,-550.3076853885871,-550.3076853885871,0,0,0,-3168.3940314278975,2508.6912155140444,2000.5030821736889,2000.5030821736889,-604.6840210623261
2022-01-17T00:00:00Z,2000.9102945927882,-313.99776289751554,-313.99776289751554,-313.99776289751554,225.31148129598887,225.31148129598887,225.31148129598887,-539.3092441935042,-539.3092441935042,-539.3092441935042,0,0,0,-1202.8440529061518,4379.229073205963,2000.9102945927882,2000.9102945927882,1686.9125316952727
