y,ds,yhat,yhat_lower,yhat_upper,cutoff
90,2025-01-01T00:00:00Z,4095.503390901725,2176.9921780267787,5894.4708448648435,2024-12-31T00:00:00Z
541,2025-01-02T00:00:00Z,2253.1822027252265,410.2017544119926,4103.74313638168,2024-12-31T00:00:00Z
563,2025-01-03T00:00:00Z,1152.5289199198837,-596.5415182218676,2903.629479483916,2024-12-31T00:00:00Z
42,2025-01-04T00:00:00Z,-1043.5396808411192,-2926.467199139445,868.1361842895623,2024-12-31T00:00:00Z
22,2025-01-05T00:00:00Z,-1137.7022905128333,-3027.9735857749797,692.8290974477098,2024-12-31T00:00:00Z
533,2025-01-06T00:00:00Z,1504.4046573050393,-427.62987952380917,3517.7178745049605,2024-12-31T00:00:00Z
712,2025-01-07T00:00:00Z,2042.9504043321442,188.93902798195694,3799.1431625709474,2024-12-31T00:00:00Z
904,2025-01-08T00:00:00Z,1850.130716913357,49.38967126256389,3682.604138495439,2024-12-31T00:00:00Z
1135,2025-01-09T00:00:00Z,1773.40878883788,27.105873472157256,3697.957128753707,2024-12-31T00:00:00Z
1270,2025-01-10T00:00:00Z,1814.021955223033,-45.156516022129445,3734.899522792818,2024-12-31T00:00:00Z
203,2025-01-11T00:00:00Z,-118.92957386588432,-1995.2326713875389,1595.7938514500822,2024-12-31T00:00:00Z
41,2025-01-12T00:00:00Z,-554.2147040549999,-2397.8711397535726,1399.8918546028744,2024-12-31T00:00:00Z
1313,2025-01-13T00:00:00Z,1704.7967551216489,-260.09670456472463,3625.5971812116572,2024-12-31T00:00:00Z
1609,2025-01-14T00:00:00Z,2224.0888750835525,362.4707462321713,4215.177429530348,2024-12-31T00:00:00Z
2010,2025-01-15T00:00:00Z,2347.683265517971,487.8222670492042,4260.625114293736,2024-12-31T00:00:00Z
2206,2025-01-16T00:00:00Z,2574.601189425946,906.4855919621573,4446.445072853218,2024-12-31T00:00:00Z
2291,2025-01-17T00:00:00Z,2613.962073055198,636.9703667624847,4454.198788569486,2024-12-31T00:00:00Z
401,2025-01-18T00:00:00Z,419.7360418032172,-1438.8600464097192,2153.9628692372416,2024-12-31T00:00:00Z
129,2025-01-19T00:00:00Z,-223.620910225005,-1904.8031645369392,1753.0720564435142,2024-12-31T00:00:00Z
2385,2025-01-20T00:00:00Z,2129.9825421488476,344.95978382133796,4133.3824157434665,2024-12-31T00:00:00Z
3051,2025-01-21T00:00:00Z,2972.7507809461567,1073.8498304623972,4742.655094700202,2024-12-31T00:00:00Z
2878,2025-01-22T00:00:00Z,3325.4906736273256,1543.8356204066372,5319.242934686786,2024-12-31T00:00:00Z
4853,2025-01-23T00:00:00Z,3454.9862376086962,1493.6004726181532,5338.671403027607,2024-12-31T00:00:00Z
5202,2025-01-24T00:00:00Z,3204.2037336469184,1254.9441710790538,4977.519152497712,2024-12-31T00:00:00Z
1624,2025-01-25T00:00:00Z,956.2584551089421,-823.9969848213259,2666.1569751561633,2024-12-31T00:00:00Z
454,2025-01-26T00:00:00Z,843.948224989457,-943.1551129345443,2669.010636705388,2024-12-31T00:00:00Z
5598,2025-01-27T00:00:00Z,4228.898416779225,2192.912643996511,6049.757086882133,2024-12-31T00:00:00Z
5264,2025-01-28T00:00:00Z,6074.0831433470885,4283.248990518685,7945.216538159776,2024-12-31T00:00:00Z
310,2025-01-29T00:00:00Z,6770.481066300195,4875.510650308358,8565.781001465952,2024-12-31T00:00:00Z
255,2025-01-30T00:00:00Z,6265.720930207979,4375.035300760894,8114.039505005925,2024-12-31T00:00:00Z
47,2025-02-01T00:00:00Z,215.37855731051604,-1597.5465722171593,2023.2301265285694,2025-01-31T00:00:00Z
14,2025-02-02T00:00:00Z,-1666.2479859808827,-3531.064375970742,124.21300666904854,2025-01-31T00:00:00Z
454,2025-02-03T00:00:00Z,259.5902767672478,-1509.9449779397128,2115.3882006964573,2025-01-31T00:00:00Z
626,2025-02-04T00:00:00Z,1149.8906693501954,-661.2125809986101,3024.0537143376855,2025-01-31T00:00:00Z
886,2025-02-05T00:00:00Z,1575.0486238137992,-232.5927837912757,3360.5273777809434,2025-01-31T00:00:00Z
1159,2025-02-06T00:00:00Z,1785.5263248192532,-65.43274972964544,3710.222323541941,2025-01-31T00:00:00Z
1342,2025-02-07T00:00:00Z,1623.5353227233907,-58.03307988891285,3607.146610978801,2025-01-31T00:00:00Z
301,2025-02-08T00:00:00Z,-638.2487182039995,-2564.627344122972,1243.4133730965675,2025-01-31T00:00:00Z
54,2025-02-09T00:00:00Z,-1047.8326441880458,-3004.763258447684,813.9293418278236,2025-01-31T00:00:00Z
1577,2025-02-10T00:00:00Z,1546.846574985757,-299.94256678866,3426.8405729349665,2025-01-31T00:00:00Z
555,2025-02-11T00:00:00Z,2320.9549435950776,482.3097662562963,4202.615712500185,2025-01-31T00:00:00Z
1823,2025-02-12T00:00:00Z,2306.7079219744805,530.5929996820322,3965.3257213826905,2025-01-31T00:00:00Z
2210,2025-02-13T00:00:00Z,2281.1435643399063,406.3062320407693,4074.335637678168,2025-01-31T00:00:00Z
2308,2025-02-14T00:00:00Z,2278.831676402734,319.7636519212657,4092.0558117066093,2025-01-31T00:00:00Z
485,2025-02-15T00:00:00Z,346.10490770398064,-1512.2097769938916,2208.017941891597,2025-01-31T00:00:00Z
118,2025-02-16T00:00:00Z,71.1446226604553,-1794.189091412779,1921.0053558323013,2025-01-31T00:00:00Z
2482,2025-02-17T00:00:00Z,2474.5511495594947,459.90494031386305,4441.595545353629,2025-01-31T00:00:00Z
2913,2025-02-18T00:00:00Z,2945.728612245526,1127.4347585853184,4851.692612488037,2025-01-31T00:00:00Z
3106,2025-02-19T00:00:00Z,2842.8199618816916,900.4775166771755,4667.732502168831,2025-01-31T00:00:00Z
3104,2025-02-20T00:00:00Z,3041.93440536749,1266.3722603315275,4788.17347774324,2025-01-31T00:00:00Z
3309,2025-02-21T00:00:00Z,3345.8231260497873,1446.6952064186125,5141.640075745016,2025-01-31T00:00:00Z
732,2025-02-22T00:00:00Z,1476.2784411217233,-319.4996842449217,3256.1887262865284,2025-01-31T00:00:00Z
202,2025-02-23T00:00:00Z,955.8192140201049,-950.0915155507118,2921.4860861425295,2025-01-31T00:00:00Z
3545,2025-02-24T00:00:00Z,3115.513078837759,1410.9041523047945,4999.5392686718005,2025-01-31T00:00:00Z
4868,2025-02-25T00:00:00Z,3780.220144257024,1854.1923110249454,5780.965912393986,2025-01-31T00:00:00Z
6187,2025-02-26T00:00:00Z,4460.579457063945,2543.7703844108555,6351.493390635392,2025-01-31T00:00:00Z
8082,2025-02-27T00:00:00Z,5701.7440153739335,3910.766723136713,7384.01447153607,2025-01-31T00:00:00Z
14838,2025-02-28T00:00:00Z,6681.982000095077,4807.327226084526,8542.449673223613,2025-01-31T00:00:00Z
74,2025-03-01T00:00:00Z,4625.615352729787,2862.775537128019,6438.215689228263,2025-01-31T00:00:00Z
27,2025-03-02T00:00:00Z,2989.0959277397606,1126.0315165433767,4964.538573396116,2025-01-31T00:00:00Z
74,2025-03-01T00:00:00Z,4943.221723848232,2990.3404220297803,6786.971148355261,2025-02-28T00:00:00Z
