ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,Christmas,Christmas_lower,Christmas_upper,CNY,CNY_lower,CNY_upper,holidays,holidays_lower,holidays_upper,Minor_PH,Minor_PH_lower,Minor_PH_upper,monthly,monthly_lower,monthly_upper,Raya_AA,Raya_AA_lower,Raya_AA_upper,Raya_AF,Raya_AF_lower,Raya_AF_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-01T00:00:00Z,2113.862380959234,-4938.2790675141405,-4938.2790675141405,-4938.2790675141405,0,0,0,0,0,0,-1956.5849374069223,-1956.5849374069223,-1956.5849374069223,-1956.5849374069223,-1956.5849374069223,-1956.5849374069223,-1910.0715991005115,-1910.0715991005115,-1910.0715991005115,0,0,0,0,0,0,-1475.8553356951386,-1475.8553356951386,-1475.8553356951386,404.2328046884316,404.2328046884316,404.2328046884316,0,0,0,-4806.680539076004,-962.9248550060637,2113.862380959234,2113.862380959234,-2824.4166865549064
2022-01-02T00:00:00Z,2114.4778279496823,-3496.454984054601,-3496.454984054601,-3496.454984054601,0,0,0,0,0,0,0,0,0,0,0,0,-1728.8529789001702,-1728.8529789001702,-1728.8529789001702,0,0,0,0,0,0,-2076.846326984031,-2076.846326984031,-2076.846326984031,309.24432182959947,309.24432182959947,309.24432182959947,0,0,0,-3267.7743125723778,522.1898105628899,2114.4778279496823,2114.4778279496823,-1381.9771561049188
2022-01-03T00:00:00Z,2115.09327494013,-765.9412365625983,-765.9412365625983,-765.9412365625983,0,0,0,0,0,0,0,0,0,0,0,0,-1388.9121959254028,-1388.9121959254028,-1388.9121959254028,0,0,0,0,0,0,413.355224890964,413.355224890964,413.355224890964,209.61573447184045,209.61573447184045,209.61573447184045,0,0,0,-623.7846486198068,3302.1379903874818,2115.09327494013,2115.09327494013,1349.1520383775317
2022-01-04T00:00:00Z,2115.7087219305777,-372.4785624833664,-372.4785624833664,-372.4785624833664,0,0,0,0,0,0,0,0,0,0,0,0,-1257.2759254750465,-1257.2759254750465,-1257.2759254750465,0,0,0,0,0,0,777.6010650114108,777.6010650114108,777.6010650114108,107.19629798026921,107.19629798026921,107.19629798026921,0,0,0,-187.8666244563365,3693.1426954353055,2115.7087219305777,2115.7087219305777,1743.2301594472112
2022-01-05T00:00:00Z,2116.324168921026,-565.1223560635477,-565.1223560635477,-565.1223560635477,0,0,0,0,0,0,0,0,0,0,0,0,-1334.9203082416357,-1334.9203082416357,-1334.9203082416357,0,0,0,0,0,0,765.889316029028,765.889316029028,765.889316029028,3.9086361490597756,3.9086361490597756,3.9086361490597756,0,0,0,-399.80478350391377,3473.198572934474,2116.324168921026,2116.324168921026,1551.2018128574782
2022-01-06T00:00:00Z,2116.9396159114735,-663.157551901296,-663.157551901296,-663.157551901296,0,0,0,0,0,0,0,0,0,0,0,0,-1381.194028644413,-1381.194028644413,-1381.194028644413,0,0,0,0,0,0,816.3321983165818,816.3321983165818,816.3321983165818,-98.29572157346468,-98.29572157346468,-98.29572157346468,0,0,0,-669.4126380594682,3489.40435458395,2116.9396159114735,2116.9396159114735,1453.7820640101777
2022-01-07T00:00:00Z,2117.5550629019212,-638.8762613916533,-638.8762613916533,-638.8762613916533,0,0,0,0,0,0,0,0,0,0,0,0,-1220.918286338429,-1220.918286338429,-1220.918286338429,0,0,0,0,0,0,779.5238584248166,779.5238584248166,779.5238584248166,-197.48183347804053,-197.48183347804053,-197.48183347804053,0,0,0,-380.6094392724172,3455.6749599455416,2117.5550629019212,2117.5550629019212,1478.678801510268
2022-01-08T00:00:00Z,2118.1705098923694,-2689.0841372476443,-2689.0841372476443,-2689.0841372476443,0,0,0,0,0,0,0,0,0,0,0,0,-921.4520794537898,-921.4520794537898,-921.4520794537898,0,0,0,0,0,0,-1475.8553356880207,-1475.8553356880207,-1475.8553356880207,-291.7767221058338,-291.7767221058338,-291.7767221058338,0,0,0,-2441.2641352874825,1479.943676852296,2118.1705098923694,2118.1705098923694,-570.9136273552749
2022-01-09T00:00:00Z,2118.785956882817,-3149.811297704769,-3149.811297704769,-3149.811297704769,0,0,0,0,0,0,0,0,0,0,0,0,-693.5514883090241,-693.5514883090241,-693.5514883090241,0,0,0,0,0,0,-2076.846326983411,-2076.846326983411,-2076.846326983411,-379.41348241233396,-379.41348241233396,-379.41348241233396,0,0,0,-2996.4120957630385,865.904163893822,2118.785956882817,2118.785956882817,-1031.0253408219519
2022-01-10T00:00:00Z,2119.4014038732644,-699.4374979427081,-699.4374979427081,-699.4374979427081,0,0,0,0,0,0,0,0,0,0,0,0,-654.0197262678481,-654.0197262678481,-654.0197262678481,0,0,0,0,0,0,413.35522489269954,413.35522489269954,413.35522489269954,-458.77299656755935,-458.77299656755935,-458.77299656755935,0,0,0,-556.2305793177323,3439.516222986491,2119.4014038732644,2119.4014038732644,1419.9639059305564
