ds,trend,cap,additive_terms,additive_terms_lower,additive_terms_upper,Christmas,Christmas_lower,Christmas_upper,CNY,CNY_lower,CNY_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,holidays,holidays_lower,holidays_upper,is_final_2ld,is_final_2ld_lower,is_final_2ld_upper,is_final_day,is_final_day_lower,is_final_day_upper,is_final_week,is_final_week_lower,is_final_week_upper,is_first_2days,is_first_2days_lower,is_first_2days_upper,is_first_day,is_first_day_lower,is_first_day_upper,is_first_week,is_first_week_lower,is_first_week_upper,MCO_1,MCO_1_lower,MCO_1_upper,MCO_2,MCO_2_lower,MCO_2_upper,Minor_PH,Minor_PH_lower,Minor_PH_upper,monthly,monthly_lower,monthly_upper,Raya_AA,Raya_AA_lower,Raya_AA_upper,Raya_AF,Raya_AF_lower,Raya_AF_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-01T00:00:00Z,1764.5409029271543,2500,-5568.607122760458,-5568.607122760458,-5568.607122760458,0,0,0,0,0,0,-2338.2184311034143,-2338.2184311034143,-2338.2184311034143,-1844.5342380508098,-1844.5342380508098,-1844.5342380508098,0,0,0,0,0,0,0,0,0,0,0,0,-1164.7972181863624,-1164.7972181863624,-1164.7972181863624,-1173.4212129170517,-1173.4212129170517,-1173.4212129170517,0,0,0,0,0,0,-1844.5342380508098,-1844.5342380508098,-1844.5342380508098,-315.5847600348607,-315.5847600348607,-315.5847600348607,0,0,0,0,0,0,-1489.16197824007,-1489.16197824007,-1489.16197824007,418.8922846686961,418.8922846686961,418.8922846686961,0,0,0,-5225.485827513017,-2330.5021950556443,1764.5409029271543,1764.5409029271543,-3804.066219833304
2022-01-02T00:00:00Z,1767.4389429283653,2500,-4639.728170472548,-4639.728170472548,-4639.728170472548,0,0,0,0,0,0,-2599.731471256279,-2599.731471256279,-2599.731471256279,0,0,0,0,0,0,0,0,0,0,0,0,-1426.3102583392272,-1426.3102583392272,-1426.3102583392272,0,0,0,-1173.4212129170517,-1173.4212129170517,-1173.4212129170517,0,0,0,0,0,0,0,0,0,-296.06797755282213,-296.06797755282213,-296.06797755282213,0,0,0,0,0,0,-2078.468268682433,-2078.468268682433,-2078.468268682433,334.539547018986,334.539547018986,334.539547018986,0,0,0,-4359.98061317034,-1359.9753053141849,1767.4389429283653,1767.4389429283653,-2872.2892275441827
2022-01-03T00:00:00Z,1770.3302855518543,2500,-817.2665759790463,-817.2665759790463,-817.2665759790463,0,0,0,0,0,0,-1173.4212129170517,-1173.4212129170517,-1173.4212129170517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1173.4212129170517,-1173.4212129170517,-1173.4212129170517,0,0,0,0,0,0,0,0,0,-301.18788020892595,-301.18788020892595,-301.18788020892595,0,0,0,0,0,0,411.42885100279824,411.42885100279824,411.42885100279824,245.91366614413315,245.91366614413315,245.91366614413315,0,0,0,-553.8357080552522,2369.651542912117,1770.3302855518543,1770.3302855518543,953.0637095728081
2022-01-04T00:00:00Z,1773.214908981575,2500,-659.7095368358296,-659.7095368358296,-659.7095368358296,0,0,0,0,0,0,-1173.4212129170517,-1173.4212129170517,-1173.4212129170517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1173.4212129170517,-1173.4212129170517,-1173.4212129170517,0,0,0,0,0,0,0,0,0,-402.76614617432824,-402.76614617432824,-402.76614617432824,0,0,0,0,0,0,761.8428903027661,761.8428903027661,761.8428903027661,154.6349319527843,154.6349319527843,154.6349319527843,0,0,0,-280.06656895305235,2613.193063376945,1773.214908981575,1773.214908981575,1113.5053721457455
2022-01-05T00:00:00Z,1776.0927917121762,2500,-974.7365990702442,-974.7365990702442,-974.7365990702442,0,0,0,0,0,0,-1173.4212129170517,-1173.4212129170517,-1173.4212129170517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1173.4212129170517,-1173.4212129170517,-1173.4212129170517,0,0,0,0,0,0,0,0,0,-627.4819136030812,-627.4819136030812,-627.4819136030812,0,0,0,0,0,0,763.7801122886437,763.7801122886437,763.7801122886437,62.386415161244976,62.386415161244976,62.386415161244976,0,0,0,-720.6136795681227,2293.5740464253254,1776.0927917121762,1776.0927917121762,801.356192641932
2022-01-06T00:00:00Z,1778.9639125487802,2500,-1288.5730658237328,-1288.5730658237328,-1288.5730658237328,0,0,0,0,0,0,-1173.4212129170517,-1173.4212129170517,-1173.4212129170517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1173.4212129170517,-1173.4212129170517,-1173.4212129170517,0,0,0,0,0,0,0,0,0,-913.0824767585433,-913.0824767585433,-913.0824767585433,0,0,0,0,0,0,827.0552168900709,827.0552168900709,827.0552168900709,-29.124593038208573,-29.124593038208573,-29.124593038208573,0,0,0,-951.9936089100107,1938.366395556949,1778.9639125487802,1778.9639125487802,490.39084672504737
2022-01-07T00:00:00Z,1781.8282506067321,2500,-1481.6861598921776,-1481.6861598921776,-1481.6861598921776,0,0,0,0,0,0,-1173.4212129170517,-1173.4212129170517,-1173.4212129170517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1173.4212129170517,-1173.4212129170517,-1173.4212129170517,0,0,0,0,0,0,0,0,0,-993.5821784129473,-993.5821784129473,-993.5821784129473,0,0,0,0,0,0,803.5231764317601,803.5231764317601,803.5231764317601,-118.20594499393881,-118.20594499393881,-118.20594499393881,0,0,0,-1231.4589223391959,1702.6853971229643,1781.8282506067321,1781.8282506067321,300.14209071455457
2022-01-08T00:00:00Z,1784.6857853113265,2500,-2525.6872302219886,-2525.6872302219886,-2525.6872302219886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-833.305433484689,-833.305433484689,-833.305433484689,0,0,0,0,0,0,-1489.161978232898,-1489.161978232898,-1489.161978232898,-203.2198185044021,-203.2198185044021,-203.2198185044021,0,0,0,-2054.312949434197,759.7490355884056,1784.6857853113265,1784.6857853113265,-741.001444910662
2022-01-09T00:00:00Z,1787.5364963975085,2500,-3063.8277549385903,-3063.8277549385903,-3063.8277549385903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-702.7387558293276,-702.7387558293276,-702.7387558293276,0,0,0,0,0,0,-2078.468268681817,-2078.468268681817,-2078.468268681817,-282.6207304274461,-282.6207304274461,-282.6207304274461,0,0,0,-2726.9154830667626,202.3584249074922,1787.5364963975085,1787.5364963975085,-1276.2912585410818
2022-01-10T00:00:00Z,1790.380363909548,2500,-588.5175883892916,-588.5175883892916,-588.5175883892916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-644.9550181230575,-644.9550181230575,-644.9550181230575,0,0,0,0,0,0,411.42885100454265,411.42885100454265,411.42885100454265,-354.9914212707766,-354.9914212707766,-354.9914212707766,0,0,0,-295.6165618823138,2526.514902741414,1790.380363909548,1790.380363909548,1201.8627755202563
