ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-01T00:00:00Z,1965.5299609747424,-3152.1326451896643,-3152.1326451896643,-3152.1326451896643,-1957.1922809670396,-1957.1922809670396,-1957.1922809670396,-1406.6947203735092,-1406.6947203735092,-1406.6947203735092,211.75435615088463,211.75435615088463,211.75435615088463,0,0,0,-3367.17379506113,903.8035910156456,1965.5299609747424,1965.5299609747424,-1186.602684214922
2022-01-02T00:00:00Z,1966.0715620064318,-3663.716018493545,-3663.716018493545,-3663.716018493545,-1748.0990554528921,-1748.0990554528921,-1748.0990554528921,-2053.7782072047276,-2053.7782072047276,-2053.7782072047276,138.1612441640745,138.1612441640745,138.1612441640745,0,0,0,-3683.3990821413126,240.9486339029607,1966.0715620064318,1966.0715620064318,-1697.6444564871133
2022-01-03T00:00:00Z,1966.6131630381215,-1088.437193477905,-1088.437193477905,-1088.437193477905,-1383.7386982504765,-1383.7386982504765,-1383.7386982504765,232.4254697771043,232.4254697771043,232.4254697771043,62.8760349954674,62.8760349954674,62.8760349954674,0,0,0,-1344.3532648689622,3034.3167707363095,1966.6131630381215,1966.6131630381215,878.1759695602163
2022-01-04T00:00:00Z,1967.154764069811,-415.5675214790953,-415.5675214790953,-415.5675214790953,-1209.2265580084047,-1209.2265580084047,-1209.2265580084047,806.4969810286357,806.4969810286357,806.4969810286357,-12.837944499326307,-12.837944499326307,-12.837944499326307,0,0,0,-636.4741693510571,3615.88580772495,1967.154764069811,1967.154764069811,1551.5872425907157
2022-01-05T00:00:00Z,1967.6963651015008,-561.370253109054,-561.370253109054,-561.370253109054,-1232.4098631729776,-1232.4098631729776,-1232.4098631729776,758.7464868268007,758.7464868268007,758.7464868268007,-87.70687676287751,-87.70687676287751,-87.70687676287751,0,0,0,-620.4978258689891,3647.227301793153,1967.6963651015008,1967.6963651015008,1406.3261119924468
2022-01-06T00:00:00Z,1968.2379661331902,-578.9487332453158,-578.9487332453158,-578.9487332453158,-1247.9024882336971,-1247.9024882336971,-1247.9024882336971,829.4300807914515,829.4300807914515,829.4300807914515,-160.4763258030708,-160.4763258030708,-160.4763258030708,0,0,0,-684.2956888655282,3504.5146228986137,1968.2379661331902,1968.2379661331902,1389.2892328878743
2022-01-07T00:00:00Z,1968.7795671648798,-505.0973831991451,-505.0973831991451,-505.0973831991451,-1108.5305676027901,-1108.5305676027901,-1108.5305676027901,833.3739091471274,833.3739091471274,833.3739091471274,-229.940724743483,-229.940724743483,-229.940724743483,0,0,0,-570.0663324202048,3558.01702662984,1968.7795671648798,1968.7795671648798,1463.6821839657348
2022-01-08T00:00:00Z,1969.3211681965695,-2569.9865426665992,-2569.9865426665992,-2569.9865426665992,-868.3201167818445,-868.3201167818445,-868.3201167818445,-1406.6947203663494,-1406.6947203663494,-1406.6947203663494,-294.9717055184049,-294.9717055184049,-294.9717055184049,0,0,0,-2690.0352769431274,1573.6390478523608,1969.3211681965695,1969.3211681965695,-600.6653744700297
2022-01-09T00:00:00Z,1969.862769228259,-3097.063939208494,-3097.063939208494,-3097.063939208494,-688.7412066123213,-688.7412066123213,-688.7412066123213,-2053.7782072041823,-2053.7782072041823,-2053.7782072041823,-354.5445253919906,-354.5445253919906,-354.5445253919906,0,0,0,-3167.2056707441634,961.9604188120115,1969.862769228259,1969.862769228259,-1127.2011699802351
2022-01-10T00:00:00Z,1970.4043702599486,-820.6320294416062,-820.6320294416062,-820.6320294416062,-645.2956059358793,-645.2956059358793,-645.2956059358793,232.42546977883927,232.42546977883927,232.42546977883927,-407.76189328456616,-407.76189328456616,-407.76189328456616,0,0,0,-944.4712632987511,3150.8219164697957,1970.4043702599486,1970.4043702599486,1149.7723408183424
