y,ds,yhat,yhat_lower,yhat_upper,cutoff
90,2025-01-01T00:00:00Z,489.9083950558145,-947.6564579229116,1934.8288678934327,2024-12-31T00:00:00Z
541,2025-01-02T00:00:00Z,1781.9309043814992,344.52220261658545,3062.1395242127674,2024-12-31T00:00:00Z
563,2025-01-03T00:00:00Z,1824.3363614929262,546.6397881151554,3209.5814088407337,2024-12-31T00:00:00Z
42,2025-01-04T00:00:00Z,-553.2535472037421,-1840.7118785647235,862.0743403721971,2024-12-31T00:00:00Z
22,2025-01-05T00:00:00Z,-1122.7540737535069,-2520.224996084988,310.88750560773633,2024-12-31T00:00:00Z
533,2025-01-06T00:00:00Z,1409.5221167157506,95.08312122966147,2857.3711751263268,2024-12-31T00:00:00Z
712,2025-01-07T00:00:00Z,1643.589608110153,248.3378313988606,3110.2626786356273,2024-12-31T00:00:00Z
904,2025-01-08T00:00:00Z,2144.458727085678,759.6173945230756,3571.7630569353164,2024-12-31T00:00:00Z
1135,2025-01-09T00:00:00Z,1968.4052996320306,542.4117591475215,3279.9073533195815,2024-12-31T00:00:00Z
1270,2025-01-10T00:00:00Z,1907.4379748793635,563.1519912441958,3300.7173663727235,2024-12-31T00:00:00Z
203,2025-01-11T00:00:00Z,-192.5700541584697,-1566.4812546213452,1157.2825526600884,2024-12-31T00:00:00Z
41,2025-01-12T00:00:00Z,-683.3747381081685,-2028.8769117052525,667.7531733874893,2024-12-31T00:00:00Z
1313,2025-01-13T00:00:00Z,1793.6151195435605,330.29508556416135,3078.662432779329,2024-12-31T00:00:00Z
1609,2025-01-14T00:00:00Z,2186.803921279124,706.7597960654139,3557.4519871458824,2024-12-31T00:00:00Z
2010,2025-01-15T00:00:00Z,2411.1613516577295,1001.4815068739455,3915.4422647540005,2024-12-31T00:00:00Z
2206,2025-01-16T00:00:00Z,2560.0249149650563,1194.1978628759684,3859.2860010918207,2024-12-31T00:00:00Z
2291,2025-01-17T00:00:00Z,2453.1352297488193,1105.874389130728,3836.0783712667453,2024-12-31T00:00:00Z
401,2025-01-18T00:00:00Z,292.96689820278357,-1069.5489214527988,1690.341387884038,2024-12-31T00:00:00Z
129,2025-01-19T00:00:00Z,-123.70816705180641,-1527.9402460465908,1176.28075914263,2024-12-31T00:00:00Z
2385,2025-01-20T00:00:00Z,2388.849480134096,959.366302169303,3702.715900517477,2024-12-31T00:00:00Z
3051,2025-01-21T00:00:00Z,2849.6056878697846,1470.133513917805,4163.271762589322,2024-12-31T00:00:00Z
2878,2025-01-22T00:00:00Z,3172.5428016303067,1770.9614267015404,4508.922823458697,2024-12-31T00:00:00Z
