ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,Christmas,Christmas_lower,Christmas_upper,CNY,CNY_lower,CNY_upper,holidays,holidays_lower,holidays_upper,MCO_1,MCO_1_lower,MCO_1_upper,MCO_2,MCO_2_lower,MCO_2_upper,Minor_PH,Minor_PH_lower,Minor_PH_upper,monthly,monthly_lower,monthly_upper,Raya_AF,Raya_AF_lower,Raya_AF_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2010-01-14T00:00:00Z,1825.5957589673912,693.5706073886346,693.5706073886346,693.5706073886346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0197284319828,196.0197284319828,196.0197284319828,0,0,0,805.2961840649591,805.2961840649591,805.2961840649591,-307.74530510830726,-307.74530510830726,-307.74530510830726,0,0,0,808.176108155555,4261.238401643459,1825.5957589673912,1825.5957589673912,2519.1663663560257
2010-01-15T00:00:00Z,1825.6900455443779,807.9298458500605,807.9298458500605,807.9298458500605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.9528101220219,437.9528101220219,437.9528101220219,0,0,0,672.9087064391638,672.9087064391638,672.9087064391638,-302.9316707111252,-302.9316707111252,-302.9316707111252,0,0,0,791.6730140847707,4465.364408216813,1825.6900455443779,1825.6900455443779,2633.619891394438
2010-01-17T00:00:00Z,1825.8786186983514,-865.5474564034349,-865.5474564034349,-865.5474564034349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122.0114303466655,1122.0114303466655,1122.0114303466655,0,0,0,-1716.0724554914082,-1716.0724554914082,-1716.0724554914082,-271.4864312586924,-271.4864312586924,-271.4864312586924,0,0,0,-888.4378576674295,2836.2379079423367,1825.8786186983514,1825.8786186983514,960.3311622949165
2010-01-18T00:00:00Z,1825.9729052753378,1343.16539184132,1343.16539184132,1343.16539184132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275.5925957581069,1275.5925957581069,1275.5925957581069,0,0,0,313.3631840820162,313.3631840820162,313.3631840820162,-245.79038799880325,-245.79038799880325,-245.79038799880325,0,0,0,1443.333160278069,4838.355566341497,1825.9729052753378,1825.9729052753378,3169.1382971166577
2010-01-19T00:00:00Z,1826.0671918523244,1544.326589816613,1544.326589816613,1544.326589816613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179.3661041044115,1179.3661041044115,1179.3661041044115,0,0,0,579.2840301317868,579.2840301317868,579.2840301317868,-214.3235444195854,-214.3235444195854,-214.3235444195854,0,0,0,1672.8951422504172,5188.959634079679,1826.0671918523244,1826.0671918523244,3370.3937816689377
2010-01-20T00:00:00Z,1826.161478429311,1401.7193738331077,1401.7193738331077,1401.7193738331077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899.2416388110712,899.2416388110712,899.2416388110712,0,0,0,680.3910074684462,680.3910074684462,680.3910074684462,-177.91327244640962,-177.91327244640962,-177.91327244640962,0,0,0,1397.945002323345,4941.2357570041695,1826.161478429311,1826.161478429311,3227.8808522624186
2010-01-21T00:00:00Z,1826.255765006298,1253.0697007730184,1253.0697007730184,1253.0697007730184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585.2731165074363,585.2731165074363,585.2731165074363,0,0,0,805.2961840655789,805.2961840655789,805.2961840655789,-137.4995997999965,-137.4995997999965,-137.4995997999965,0,0,0,1327.723169719719,4809.921378192735,1826.255765006298,1826.255765006298,3079.3254657793163
2010-01-22T00:00:00Z,1826.3500515832845,938.1036780758961,938.1036780758961,938.1036780758961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.3082211952093,359.3082211952093,359.3082211952093,0,0,0,672.9087064421855,672.9087064421855,672.9087064421855,-94.1132495614985,-94.1132495614985,-94.1132495614985,0,0,0,1040.8604500801785,4575.360838012111,1826.3500515832845,1826.3500515832845,2764.4537296591807
2010-01-24T00:00:00Z,1826.5386247372576,-1574.1246008773198,-1574.1246008773198,-1574.1246008773198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.79972027858057,144.79972027858057,144.79972027858057,0,0,0,-1716.0724554894634,-1716.0724554894634,-1716.0724554894634,-2.8518656664370208,-2.8518656664370208,-2.8518656664370208,0,0,0,-1514.8919919722598,2029.850971342889,1826.5386247372576,1826.5386247372576,252.41402385993774
2010-01-25T00:00:00Z,1826.6329113142442,357.87141678769876,357.87141678769876,357.87141678769876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7742239696492421,1.7742239696492421,1.7742239696492421,0,0,0,313.3631840834254,313.3631840834254,313.3631840834254,42.73400873462414,42.73400873462414,42.73400873462414,0,0,0,291.975065644159,3957.719299062051,1826.6329113142442,1826.6329113142442,2184.504328101943
2010-01-26T00:00:00Z,1826.727197891231,461.32648155970725,461.32648155970725,461.32648155970725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-204.72606289666751,-204.72606289666751,-204.72606289666751,0,0,0,579.2840301315299,579.2840301315299,579.2840301315299,86.76851432484489,86.76851432484489,86.76851432484489,0,0,0,411.46015595338906,4088.0146096200788,1826.727197891231,1826.727197891231,2288.0536794509385
2010-01-27T00:00:00Z,1826.8214844682177,389.4339774458422,389.4339774458422,389.4339774458422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-419.1117295112008,-419.1117295112008,-419.1117295112008,0,0,0,680.3910074682824,680.3910074682824,680.3910074682824,128.15469948876046,128.15469948876046,128.15469948876046,0,0,0,377.1096995245614,3921.3004667026835,1826.8214844682177,1826.8214844682177,2216.25546191406
2010-01-28T00:00:00Z,1826.915771045204,394.27852308420006,394.27852308420006,394.27852308420006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-576.880101421466,-576.880101421466,-576.880101421466,0,0,0,805.2961840641159,805.2961840641159,805.2961840641159,165.86244044155006,165.86244044155006,165.86244044155006,0,0,0,353.6819994504955,4004.106176637804,1826.915771045204,1826.915771045204,2221.194294129404
2010-01-29T00:00:00Z,1827.0100576221907,211.11008219838857,211.11008219838857,211.11008219838857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-660.7515552946934,-660.7515552946934,-660.7515552946934,0,0,0,672.9087064393403,672.9087064393403,672.9087064393403,198.95293105374174,198.95293105374174,198.95293105374174,0,0,0,168.00002610233406,3887.684315937626,1827.0100576221907,1827.0100576221907,2038.1201398205794
2010-01-31T00:00:00Z,1827.1986307761642,-2198.328038833898,-2198.328038833898,-2198.328038833898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-730.3700897828361,-730.3700897828361,-730.3700897828361,0,0,0,-1716.07245549029,-1716.07245549029,-1716.07245549029,248.11450643922802,248.11450643922802,248.11450643922802,0,0,0,-2105.5984457241843,1464.0019943139846,1827.1986307761642,1827.1986307761642,-371.1294080577338
2010-02-01T00:00:00Z,1827.2929173531509,-1786.8784076683864,-1786.8784076683864,-1786.8784076683864,0,0,0,0,0,0,-1621.240424557823,-1621.240424557823,-1621.240424557823,0,0,0,0,0,0,-1621.240424557823,-1621.240424557823,-1621.240424557823,-741.9520981499699,-741.9520981499699,-741.9520981499699,0,0,0,313.36318408483476,313.36318408483476,313.36318408483476,262.95093095457133,262.95093095457133,262.95093095457133,0,0,0,-1808.099196190633,1819.8878403620306,1827.2929173531509,1827.2929173531509,40.414509684764425
2010-02-02T00:00:00Z,1827.3872039301375,147.561353915705,147.561353915705,147.561353915705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-702.4524419981984,-702.4524419981984,-702.4524419981984,0,0,0,579.2840301317907,579.2840301317907,579.2840301317907,270.7297657821127,270.7297657821127,270.7297657821127,0,0,0,282.58783128181096,3788.323603353883,1827.3872039301375,1827.3872039301375,1974.9485578458425
2010-02-03T00:00:00Z,1827.481490507124,354.2019654589689,354.2019654589689,354.2019654589689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-597.4304336472657,-597.4304336472657,-597.4304336472657,0,0,0,680.3910074682359,680.3910074682359,680.3910074682359,271.2413916379988,271.2413916379988,271.2413916379988,0,0,0,337.72237819037457,3974.170699110575,1827.481490507124,1827.481490507124,2181.683455966093
2010-02-04T00:00:00Z,1827.5757770841108,607.9375398058575,607.9375398058575,607.9375398058575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-461.81027805692133,-461.81027805692133,-461.81027805692133,0,0,0,805.2961840637273,805.2961840637273,805.2961840637273,264.4516337990516,264.4516337990516,264.4516337990516,0,0,0,719.2185854828228,4165.520649461185,1827.5757770841108,1827.5757770841108,2435.5133168899683
2010-02-05T00:00:00Z,1827.6700636610974,565.997032205935,565.997032205935,565.997032205935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-357.41376545387106,-357.41376545387106,-357.41376545387106,0,0,0,672.9087064393459,672.9087064393459,672.9087064393459,250.5020912204603,250.5020912204603,250.5020912204603,0,0,0,460.61133582679975,4152.573527412259,1827.6700636610974,1827.6700636610974,2393.6670958670325
2010-02-07T00:00:00Z,1827.8586368150707,-1827.7269886185752,-1827.7269886185752,-1827.7269886185752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-314.19575397749674,-314.19575397749674,-314.19575397749674,0,0,0,-1716.0724554907533,-1716.0724554907533,-1716.0724554907533,202.54122084967537,202.54122084967537,202.54122084967537,0,0,0,-1861.322860113459,1804.0737185256917,1827.8586368150707,1827.8586368150707,0.1316481964954619
2010-02-08T00:00:00Z,1827.9529233920573,196.65989076979187,196.65989076979187,196.65989076979187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-286.3394108123031,-286.3394108123031,-286.3394108123031,0,0,0,313.36318408201356,313.36318408201356,313.36318408201356,169.63611750008135,169.63611750008135,169.63611750008135,0,0,0,195.89036884239604,3914.3568081616036,1827.9529233920573,1827.9529233920573,2024.6128141618492
2010-02-09T00:00:00Z,1828.047209969044,511.2266221322877,511.2266221322877,511.2266221322877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-199.8134517587412,-199.8134517587412,-199.8134517587412,0,0,0,579.2840301315339,579.2840301315339,579.2840301315339,131.75604375949524,131.75604375949524,131.75604375949524,0,0,0,579.7798427977572,4091.083130793362,1828.047209969044,1828.047209969044,2339.2738321013317
2010-02-10T00:00:00Z,1828.1414965460306,688.4633179173109,688.4633179173109,688.4633179173109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.71112032368303,-81.71112032368303,-81.71112032368303,0,0,0,680.391007468581,680.391007468581,680.391007468581,89.7834307724128,89.7834307724128,89.7834307724128,0,0,0,620.7598319251975,4296.96324572927,1828.1414965460306,1828.1414965460306,2516.6048144633414
2010-02-11T00:00:00Z,1828.2357831230172,861.3990079055999,861.3990079055999,861.3990079055999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.40642569653106,11.40642569653106,11.40642569653106,0,0,0,805.2961840653552,805.2961840653552,805.2961840653552,44.69639814371366,44.69639814371366,44.69639814371366,0,0,0,961.8254315264766,4614.07808201282,1828.2357831230172,1828.2357831230172,2689.634791028617
2010-02-12T00:00:00Z,1828.330069700004,732.701370524742,732.701370524742,732.701370524742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.247711084685776,62.247711084685776,62.247711084685776,0,0,0,672.9087064379261,672.9087064379261,672.9087064379261,-2.455046997869815,-2.455046997869815,-2.455046997869815,0,0,0,837.1217303423775,4286.617360427995,1828.330069700004,1828.330069700004,2561.031440224746
