ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,Christmas,Christmas_lower,Christmas_upper,CNY,CNY_lower,CNY_upper,holidays,holidays_lower,holidays_upper,MCO_1,MCO_1_lower,MCO_1_upper,MCO_2,MCO_2_lower,MCO_2_upper,Minor_PH,Minor_PH_lower,Minor_PH_upper,monthly,monthly_lower,monthly_upper,Raya_AA,Raya_AA_lower,Raya_AA_upper,Raya_AF,Raya_AF_lower,Raya_AF_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-01T00:00:00Z,2121.122161384037,-4838.48205955594,-4838.48205955594,-4838.48205955594,0,0,0,0,0,0,-1842.72359833444,-1842.72359833444,-1842.72359833444,0,0,0,0,0,0,-1842.72359833444,-1842.72359833444,-1842.72359833444,-1928.1967387701177,-1928.1967387701177,-1928.1967387701177,0,0,0,0,0,0,-1476.8816586123094,-1476.8816586123094,-1476.8816586123094,409.3199361609256,409.3199361609256,409.3199361609256,0,0,0,-4629.2685100840035,-775.6222673955752,2121.122161384037,2121.122161384037,-2717.3598981719033
2022-01-02T00:00:00Z,2121.6592616538587,-3520.1223392402617,-3520.1223392402617,-3520.1223392402617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1759.9427811936387,-1759.9427811936387,-1759.9427811936387,0,0,0,0,0,0,-2076.4135596552014,-2076.4135596552014,-2076.4135596552014,316.23400160857875,316.23400160857875,316.23400160857875,0,0,0,-3433.294269581861,636.3794758755113,2121.6592616538587,2121.6592616538587,-1398.463077586403
2022-01-03T00:00:00Z,2122.19636192368,-764.1536466319122,-764.1536466319122,-764.1536466319122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1396.7490617545636,-1396.7490617545636,-1396.7490617545636,0,0,0,0,0,0,414.0266334949592,414.0266334949592,414.0266334949592,218.56878162769257,218.56878162769257,218.56878162769257,0,0,0,-728.0606030479593,3190.956055705447,2122.19636192368,2122.19636192368,1358.0427152917678
2022-01-04T00:00:00Z,2122.733462193501,-359.59432075415225,-359.59432075415225,-359.59432075415225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1232.251996049323,-1232.251996049323,-1232.251996049323,0,0,0,0,0,0,754.5554575934913,754.5554575934913,754.5554575934913,118.10221770167965,118.10221770167965,118.10221770167965,0,0,0,-101.22135028576602,3697.5885447533246,2122.733462193501,2122.733462193501,1763.1391414393488
2022-01-05T00:00:00Z,2123.270562463322,-499.98703895989667,-499.98703895989667,-499.98703895989667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1297.8601739343535,-1297.8601739343535,-1297.8601739343535,0,0,0,0,0,0,781.1870928468688,781.1870928468688,781.1870928468688,16.68604212758787,16.68604212758787,16.68604212758787,0,0,0,-437.8053583686365,3526.526301445719,2123.270562463322,2123.270562463322,1623.2835235034256
2022-01-06T00:00:00Z,2123.807662733144,-618.7825737533495,-618.7825737533495,-618.7825737533495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1360.47753051001,-1360.47753051001,-1360.47753051001,0,0,0,0,0,0,825.4914248848631,825.4914248848631,825.4914248848631,-83.79646812820282,-83.79646812820282,-83.79646812820282,0,0,0,-365.6665892628178,3457.0810026948957,2123.807662733144,2123.807662733144,1505.0250889797944
2022-01-07T00:00:00Z,2124.344763002965,-629.5750372713487,-629.5750372713487,-629.5750372713487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1226.1357923076812,-1226.1357923076812,-1226.1357923076812,0,0,0,0,0,0,778.0346094410319,778.0346094410319,778.0346094410319,-181.47385440469938,-181.47385440469938,-181.47385440469938,0,0,0,-321.5670315989735,3557.4649796043577,2124.344763002965,2124.344763002965,1494.7697257316163
2022-01-08T00:00:00Z,2124.8818632727866,-2689.1385718231973,-2689.1385718231973,-2689.1385718231973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-937.7270388536824,-937.7270388536824,-937.7270388536824,0,0,0,0,0,0,-1476.8816586052176,-1476.8816586052176,-1476.8816586052176,-274.52987436429703,-274.52987436429703,-274.52987436429703,0,0,0,-2424.600558707342,1327.989152778597,2124.8818632727866,2124.8818632727866,-564.2567085504106
2022-01-09T00:00:00Z,2125.4189635426073,-3137.014224180652,-3137.014224180652,-3137.014224180652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-699.3548200375214,-699.3548200375214,-699.3548200375214,0,0,0,0,0,0,-2076.4135596545943,-2076.4135596545943,-2076.4135596545943,-361.24584448853693,-361.24584448853693,-361.24584448853693,0,0,0,-2885.872165840911,813.7801007441116,2125.4189635426073,2125.4189635426073,-1011.5952606380447
2022-01-10T00:00:00Z,2125.956063812429,-669.1035543931849,-669.1035543931849,-669.1035543931849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-643.0893316416542,-643.0893316416542,-643.0893316416542,0,0,0,0,0,0,414.0266334966865,414.0266334966865,414.0266334966865,-440.0408562482172,-440.0408562482172,-440.0408562482172,0,0,0,-472.9161513156618,3499.4571990476325,2125.956063812429,2125.956063812429,1456.8525094192441
2022-01-11T00:00:00Z,2126.4931640822506,-449.6172860480249,-449.6172860480249,-449.6172860480249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-694.6639005401084,-694.6639005401084,-694.6639005401084,0,0,0,0,0,0,754.5554575934013,754.5554575934013,754.5554575934013,-509.50884310131767,-509.50884310131767,-509.50884310131767,0,0,0,-402.7984270442055,3550.317960375846,2126.4931640822506,2126.4931640822506,1676.8758780342257
