ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,Christmas,Christmas_lower,Christmas_upper,CNY,CNY_lower,CNY_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,holidays,holidays_lower,holidays_upper,is_final_2ld,is_final_2ld_lower,is_final_2ld_upper,is_final_day,is_final_day_lower,is_final_day_upper,is_final_week,is_final_week_lower,is_final_week_upper,is_first_2days,is_first_2days_lower,is_first_2days_upper,is_first_day,is_first_day_lower,is_first_day_upper,is_first_week,is_first_week_lower,is_first_week_upper,MCO_1,MCO_1_lower,MCO_1_upper,MCO_2,MCO_2_lower,MCO_2_upper,Minor_PH,Minor_PH_lower,Minor_PH_upper,monthly,monthly_lower,monthly_upper,Raya_AA,Raya_AA_lower,Raya_AA_upper,Raya_AF,Raya_AF_lower,Raya_AF_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-01T00:00:00Z,1746.8448560256493,-4478.981104548427,-4478.981104548427,-4478.981104548427,0,0,0,0,0,0,-978.0607333488982,-978.0607333488982,-978.0607333488982,-1688.5377194246364,-1688.5377194246364,-1688.5377194246364,0,0,0,0,0,0,0,0,0,0,0,0,-398.1331571118175,-398.1331571118175,-398.1331571118175,-579.9275762370806,-579.9275762370806,-579.9275762370806,0,0,0,0,0,0,-1688.5377194246364,-1688.5377194246364,-1688.5377194246364,-684.6187583793235,-684.6187583793235,-684.6187583793235,0,0,0,0,0,0,-1475.2783582819998,-1475.2783582819998,-1475.2783582819998,347.5144648864316,347.5144648864316,347.5144648864316,0,0,0,-4167.833714789456,-1219.3955016547077,1746.8448560256493,1746.8448560256493,-2732.1362485227774
2022-01-02T00:00:00Z,1747.5307747979616,-3737.465540362432,-3737.465540362432,-3737.465540362432,0,0,0,0,0,0,-1286.6263563509272,-1286.6263563509272,-1286.6263563509272,0,0,0,0,0,0,0,0,0,0,0,0,-706.6987801138465,-706.6987801138465,-706.6987801138465,0,0,0,-579.9275762370806,-579.9275762370806,-579.9275762370806,0,0,0,0,0,0,0,0,0,-650.8874190577893,-650.8874190577893,-650.8874190577893,0,0,0,0,0,0,-2063.393826416908,-2063.393826416908,-2063.393826416908,263.442061463192,263.442061463192,263.442061463192,0,0,0,-3440.7205108916737,-520.9394983904124,1747.5307747979616,1747.5307747979616,-1989.9347655644704
2022-01-03T00:00:00Z,1748.2166935702742,-617.3726667630897,-617.3726667630897,-617.3726667630897,0,0,0,0,0,0,-579.9275762370806,-579.9275762370806,-579.9275762370806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-579.9275762370806,-579.9275762370806,-579.9275762370806,0,0,0,0,0,0,0,0,0,-611.1153034593754,-611.1153034593754,-611.1153034593754,0,0,0,0,0,0,397.3260237322971,397.3260237322971,397.3260237322971,176.34418920106907,176.34418920106907,176.34418920106907,0,0,0,-259.95641047253775,2535.761808063719,1748.2166935702742,1748.2166935702742,1130.8440268071845
2022-01-04T00:00:00Z,1748.9026123425865,-377.0943284276012,-377.0943284276012,-377.0943284276012,0,0,0,0,0,0,-579.9275762370806,-579.9275762370806,-579.9275762370806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-579.9275762370806,-579.9275762370806,-579.9275762370806,0,0,0,0,0,0,0,0,0,-623.2108753446778,-623.2108753446778,-623.2108753446778,0,0,0,0,0,0,738.2775475234307,738.2775475234307,738.2775475234307,87.76657563072625,87.76657563072625,87.76657563072625,0,0,0,-181.75447707378825,2769.549334680204,1748.9026123425865,1748.9026123425865,1371.8082839149852
2022-01-05T00:00:00Z,1749.588531114899,-467.94689894853263,-467.94689894853263,-467.94689894853263,0,0,0,0,0,0,-579.9275762370806,-579.9275762370806,-579.9275762370806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-579.9275762370806,-579.9275762370806,-579.9275762370806,0,0,0,0,0,0,0,0,0,-672.7297256319988,-672.7297256319988,-672.7297256319988,0,0,0,0,0,0,785.4200057908128,785.4200057908128,785.4200057908128,-0.7096028702659821,-0.7096028702659821,-0.7096028702659821,0,0,0,-232.60904879895492,2628.1845459996694,1749.588531114899,1749.588531114899,1281.6416321663664
2022-01-06T00:00:00Z,1750.2744498872116,-607.5162318681497,-607.5162318681497,-607.5162318681497,0,0,0,0,0,0,-579.9275762370806,-579.9275762370806,-579.9275762370806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-579.9275762370806,-579.9275762370806,-579.9275762370806,0,0,0,0,0,0,0,0,0,-757.3781658754848,-757.3781658754848,-757.3781658754848,0,0,0,0,0,0,817.2929503748576,817.2929503748576,817.2929503748576,-87.50344013044206,-87.50344013044206,-87.50344013044206,0,0,0,-332.3545565228148,2624.1943679284996,1750.2744498872116,1750.2744498872116,1142.758218019062
2022-01-07T00:00:00Z,1750.960368659524,-698.5473693291843,-698.5473693291843,-698.5473693291843,0,0,0,0,0,0,-579.9275762370806,-579.9275762370806,-579.9275762370806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-579.9275762370806,-579.9275762370806,-579.9275762370806,0,0,0,0,0,0,0,0,0,-747.9052284597191,-747.9052284597191,-747.9052284597191,0,0,0,0,0,0,800.3556572710994,800.3556572710994,800.3556572710994,-171.07022190348397,-171.07022190348397,-171.07022190348397,0,0,0,-286.1622088456399,2494.214802664167,1750.960368659524,1750.960368659524,1052.4129993303395
2022-01-08T00:00:00Z,1751.6462874318363,-2328.2792434867342,-2328.2792434867342,-2328.2792434867342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-603.0642235193284,-603.0642235193284,-603.0642235193284,0,0,0,0,0,0,-1475.2783582748975,-1475.2783582748975,-1475.2783582748975,-249.93666169250858,-249.93666169250858,-249.93666169250858,0,0,0,-2131.1802430713146,1010.744642555249,1751.6462874318363,1751.6462874318363,-576.6329560548979
2022-01-09T00:00:00Z,1752.3322062041486,-2859.705078482653,-2859.705078482653,-2859.705078482653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-473.5766777095602,-473.5766777095602,-473.5766777095602,0,0,0,0,0,0,-2063.3938264163294,-2063.3938264163294,-2063.3938264163294,-322.73457435676374,-322.73457435676374,-322.73457435676374,0,0,0,-2510.668007490331,295.62427240582696,1752.3322062041486,1752.3322062041486,-1107.3728722785042
2022-01-10T00:00:00Z,1753.0181249764612,-384.96973445214286,-384.96973445214286,-384.96973445214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-394.06361205761976,-394.06361205761976,-394.06361205761976,0,0,0,0,0,0,397.32602373403705,397.32602373403705,397.32602373403705,-388.2321461285601,-388.2321461285601,-388.2321461285601,0,0,0,-67.84550245147531,2865.3063952432776,1753.0181249764612,1753.0181249764612,1368.0483905243184
