ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,Christmas,Christmas_lower,Christmas_upper,CNY,CNY_lower,CNY_upper,holidays,holidays_lower,holidays_upper,Minor_PH,Minor_PH_lower,Minor_PH_upper,monthly,monthly_lower,monthly_upper,Raya_AA,Raya_AA_lower,Raya_AA_upper,Raya_AF,Raya_AF_lower,Raya_AF_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-01T00:00:00Z,2102.580207006865,-4782.605094459016,-4782.605094459016,-4782.605094459016,0,0,0,0,0,0,-1776.141918981086,-1776.141918981086,-1776.141918981086,-1776.141918981086,-1776.141918981086,-1776.141918981086,-1929.9171806495483,-1929.9171806495483,-1929.9171806495483,0,0,0,0,0,0,-1465.6324944396702,-1465.6324944396702,-1465.6324944396702,389.0864996112885,389.0864996112885,389.0864996112885,0,0,0,-4550.153112814773,-821.9108429008567,2102.580207006865,2102.580207006865,-2680.0248874521512
2022-01-02T00:00:00Z,2103.1972991416515,-3531.7425866861527,-3531.7425866861527,-3531.7425866861527,0,0,0,0,0,0,0,0,0,0,0,0,-1761.5535799302945,-1761.5535799302945,-1761.5535799302945,0,0,0,0,0,0,-2070.1771020123742,-2070.1771020123742,-2070.1771020123742,299.9880952565157,299.9880952565157,299.9880952565157,0,0,0,-3340.692915284224,432.5119117129742,2103.1972991416515,2103.1972991416515,-1428.5452875445012
2022-01-03T00:00:00Z,2103.814391276438,-781.2799054184397,-781.2799054184397,-781.2799054184397,0,0,0,0,0,0,0,0,0,0,0,0,-1394.742574003032,-1394.742574003032,-1394.742574003032,0,0,0,0,0,0,407.0009403949757,407.0009403949757,407.0009403949757,206.4617281896166,206.4617281896166,206.4617281896166,0,0,0,-643.4368823555475,3236.420892056046,2103.814391276438,2103.814391276438,1322.5344858579983
2022-01-04T00:00:00Z,2104.4314834112247,-370.45970235520787,-370.45970235520787,-370.45970235520787,0,0,0,0,0,0,0,0,0,0,0,0,-1232.102666694706,-1232.102666694706,-1232.102666694706,0,0,0,0,0,0,751.4789828772034,751.4789828772034,751.4789828772034,110.16398146229487,110.16398146229487,110.16398146229487,0,0,0,-162.37497181919008,3869.4718399426956,2104.4314834112247,2104.4314834112247,1733.9717810560169
2022-01-05T00:00:00Z,2105.0485755460118,-506.20535299822956,-506.20535299822956,-506.20535299822956,0,0,0,0,0,0,0,0,0,0,0,0,-1304.8313291019797,-1304.8313291019797,-1304.8313291019797,0,0,0,0,0,0,785.8015974029079,785.8015974029079,785.8015974029079,12.824378700842274,12.824378700842274,12.824378700842274,0,0,0,-256.45238751780244,3512.8524278687255,2105.0485755460118,2105.0485755460118,1598.8432225477823
2022-01-06T00:00:00Z,2105.6656676807984,-643.9298361625839,-643.9298361625839,-643.9298361625839,0,0,0,0,0,0,0,0,0,0,0,0,-1372.5401446067424,-1372.5401446067424,-1372.5401446067424,0,0,0,0,0,0,812.4034394632067,812.4034394632067,812.4034394632067,-83.79313101904845,-83.79313101904845,-83.79313101904845,0,0,0,-569.2008390803842,3315.9764075226744,2105.6656676807984,2105.6656676807984,1461.7358315182146
2022-01-07T00:00:00Z,2106.282759815585,-634.4089234828438,-634.4089234828438,-634.4089234828438,0,0,0,0,0,0,0,0,0,0,0,0,-1235.6036813896017,-1235.6036813896017,-1235.6036813896017,0,0,0,0,0,0,779.1246363074708,779.1246363074708,779.1246363074708,-177.92987840071282,-177.92987840071282,-177.92987840071282,0,0,0,-457.802476297186,3382.2514867608656,2106.282759815585,2106.282759815585,1471.8738363327411
2022-01-08T00:00:00Z,2106.8998519503716,-2672.5466758928646,-2672.5466758928646,-2672.5466758928646,0,0,0,0,0,0,0,0,0,0,0,0,-939.0417809077737,-939.0417809077737,-939.0417809077737,0,0,0,0,0,0,-1465.632494432594,-1465.632494432594,-1465.632494432594,-267.8724005524974,-267.8724005524974,-267.8724005524974,0,0,0,-2490.2740674470274,1286.7172719875812,2106.8998519503716,2106.8998519503716,-565.646823942493
2022-01-09T00:00:00Z,2107.5169440851582,-3116.8377554881326,-3116.8377554881326,-3116.8377554881326,0,0,0,0,0,0,0,0,0,0,0,0,-694.6690470545536,-694.6690470545536,-694.6690470545536,0,0,0,0,0,0,-2070.177102011786,-2070.177102011786,-2070.177102011786,-351.99160642179316,-351.99160642179316,-351.99160642179316,0,0,0,-2982.165392022692,1030.3799102313649,2107.5169440851582,2107.5169440851582,-1009.3208114029744
2022-01-10T00:00:00Z,2108.134036219945,-661.9310744867754,-661.9310744867754,-661.9310744867754,0,0,0,0,0,0,0,0,0,0,0,0,-640.1518051289503,-640.1518051289503,-640.1518051289503,0,0,0,0,0,0,407.00094039670716,407.00094039670716,407.00094039670716,-428.7802097545322,-428.7802097545322,-428.7802097545322,0,0,0,-577.5332496433557,3367.0787894868727,2108.134036219945,2108.134036219945,1446.2029617331696
