ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-01T00:00:00Z,1958.5821912267088,-3182.17715571589,-3182.17715571589,-3182.17715571589,-1985.0171570892733,-1985.0171570892733,-1985.0171570892733,-1404.8187812441342,-1404.8187812441342,-1404.8187812441342,207.65878261751732,207.65878261751732,207.65878261751732,0,0,0,-3264.6950398136187,728.5355723273403,1958.5821912267088,1958.5821912267088,-1223.5949644891812
2022-01-02T00:00:00Z,1959.141274982951,-3691.194680773898,-3691.194680773898,-3691.194680773898,-1784.2568251555547,-1784.2568251555547,-1784.2568251555547,-2046.247449879759,-2046.247449879759,-2046.247449879759,139.30959426141482,139.30959426141482,139.30959426141482,0,0,0,-3885.545980646689,153.67195277932765,1959.141274982951,1959.141274982951,-1732.0534057909472
2022-01-03T00:00:00Z,1959.7003587391926,-1090.9567458701317,-1090.9567458701317,-1090.9567458701317,-1395.1196851047957,-1395.1196851047957,-1395.1196851047957,235.00056474766956,235.00056474766956,235.00056474766956,69.16237448699458,69.16237448699458,69.16237448699458,0,0,0,-1125.1658721639187,2863.064011900217,1959.7003587391926,1959.7003587391926,868.7436128690608
2022-01-04T00:00:00Z,1960.2594424954348,-422.91148501657864,-422.91148501657864,-422.91148501657864,-1198.457996549308,-1198.457996549308,-1198.457996549308,777.2309523523377,777.2309523523377,777.2309523523377,-1.6844408196082645,-1.6844408196082645,-1.6844408196082645,0,0,0,-440.5346432860776,3431.308829218603,1960.2594424954348,1960.2594424954348,1537.3479574788562
2022-01-05T00:00:00Z,1960.818526251677,-505.7195904439719,-505.7195904439719,-505.7195904439719,-1223.6184831742275,-1223.6184831742275,-1223.6184831742275,790.0126290239466,790.0126290239466,790.0126290239466,-72.11373629369133,-72.11373629369133,-72.11373629369133,0,0,0,-560.6256739930105,3566.135344648441,1960.818526251677,1960.818526251677,1455.098935807705
2022-01-06T00:00:00Z,1961.3776100079187,-580.2509393235646,-580.2509393235646,-580.2509393235646,-1258.0166182202584,-1258.0166182202584,-1258.0166182202584,818.7802147177822,818.7802147177822,818.7802147177822,-141.01453582108832,-141.01453582108832,-141.01453582108832,0,0,0,-774.2052107808687,3449.4287723779703,1961.3776100079187,1961.3776100079187,1381.1266706843542
2022-01-07T00:00:00Z,1961.9366937641607,-509.60234450065155,-509.60234450065155,-509.60234450065155,-1132.3373777220504,-1132.3373777220504,-1132.3373777220504,830.0418702751374,830.0418702751374,830.0418702751374,-207.30683705373838,-207.30683705373838,-207.30683705373838,0,0,0,-768.9790936710948,3592.9868081975983,1961.9366937641607,1961.9366937641607,1452.3343492635092
2022-01-08T00:00:00Z,1962.495777520403,-2563.001532276928,-2563.001532276928,-2563.001532276928,-888.216912702259,-888.216912702259,-888.216912702259,-1404.818781237029,-1404.818781237029,-1404.818781237029,-269.96583833764106,-269.96583833764106,-269.96583833764106,0,0,0,-2601.3260281708804,1467.7866903251856,1962.495777520403,1962.495777520403,-600.5057547565252
2022-01-09T00:00:00Z,1963.054861276645,-3069.4226270461136,-3069.4226270461136,-3069.4226270461136,-695.1302313536875,-695.1302313536875,-695.1302313536875,-2046.2474498792512,-2046.2474498792512,-2046.2474498792512,-328.0449458131748,-328.0449458131748,-328.0449458131748,0,0,0,-3235.4935050789622,835.1655109582637,1963.054861276645,1963.054861276645,-1106.3677657694686
2022-01-10T00:00:00Z,1963.6139450328867,-791.0318484382306,-791.0318484382306,-791.0318484382306,-645.3354373842814,-645.3354373842814,-645.3354373842814,235.00056474940956,235.00056474940956,235.00056474940956,-380.6969758033591,-380.6969758033591,-380.6969758033591,0,0,0,-764.7611947147274,3319.524001745787,1963.6139450328867,1963.6139450328867,1172.5820965946562
2022-01-11T00:00:00Z,1964.173028789129,-308.8882260239222,-308.8882260239222,-308.8882260239222,-658.9261678045526,-658.9261678045526,-658.9261678045526,777.2309523524938,777.2309523524938,777.2309523524938,-427.1930105718637,-427.1930105718637,-427.1930105718637,0,0,0,-510.9593463572341,3724.911523759367,1964.173028789129,1964.173028789129,1655.2848027652067
2022-01-12T00:00:00Z,1964.7321125453711,-267.2332934233284,-267.2332934233284,-267.2332934233284,-590.3074994010883,-590.3074994010883,-590.3074994010883,790.0126290237594,790.0126290237594,790.0126290237594,-466.93842304599946,-466.93842304599946,-466.93842304599946,0,0,0,-278.2471940185097,3863.7630800631023,1964.7321125453711,1964.7321125453711,1697.4988191220427
2022-01-13T00:00:00Z,1965.2911963016127,-85.37865772858422,-85.37865772858422,-85.37865772858422,-404.6732157271579,-404.6732157271579,-404.6732157271579,818.7802147174414,818.7802147174414,818.7802147174414,-499.48565671886746,-499.48565671886746,-499.48565671886746,0,0,0,-148.3007146078919,3987.6086401189605,1965.2911963016127,1965.2911963016127,1879.9125385730285
2022-01-14T00:00:00Z,1965.850280057855,82.8935814594451,82.8935814594451,82.8935814594451,-222.60485996393453,-222.60485996393453,-222.60485996393453,830.0418702796994,830.0418702796994,830.0418702796994,-524.5434288563198,-524.5434288563198,-524.5434288563198,0,0,0,75.43895180710116,4247.101332933181,1965.850280057855,1965.850280057855,2048.7438615173
2022-01-15T00:00:00Z,1966.409363814097,-2127.2190817663372,-2127.2190817663372,-2127.2190817663372,-180.41818432845471,-180.41818432845471,-180.41818432845471,-1404.8187812381404,-1404.8187812381404,-1404.8187812381404,-541.9821161997427,-541.9821161997427,-541.9821161997427,0,0,0,-2250.920256034187,1824.7014931887422,1966.409363814097,1966.409363814097,-160.80971795224013
2022-01-16T00:00:00Z,1966.9684475703386,-2858.4845244120506,-2858.4845244120506,-2858.4845244120506,-260.4018943272981,-260.4018943272981,-260.4018943272981,-2046.247449877237,-2046.247449877237,-2046.247449877237,-551.8351802075152,-551.8351802075152,-551.8351802075152,0,0,0,-2972.2916048049055,1167.9672041495446,1966.9684475703386,1966.9684475703386,-891.516076841712
2022-01-17T00:00:00Z,1967.5275313265809,-605.7952420342837,-605.7952420342837,-605.7952420342837,-286.4992158721928,-286.4992158721928,-286.4992158721928,235.00056475114928,235.00056475114928,235.00056475114928,-554.29659091324,-554.29659091324,-554.29659091324,0,0,0,-750.9473082165127,3375.332644903532,1967.5275313265809,1967.5275313265809,1361.732289292297
2022-01-18T00:00:00Z,1968.086615082823,120.29052295651694,120.29052295651694,120.29052295651694,-107.2261173836287,-107.2261173836287,-107.2261173836287,777.2309523526501,777.2309523526501,777.2309523526501,-549.7143120125044,-549.7143120125044,-549.7143120125044,0,0,0,66.81436588140096,4290.094790386516,1968.086615082823,1968.086615082823,2088.37713803934
2022-01-19T00:00:00Z,1968.645698839065,474.83480187510867,474.83480187510867,474.83480187510867,223.4021848969607,223.4021848969607,223.4021848969607,790.0126290241406,790.0126290241406,790.0126290241406,-538.5800120459925,-538.5800120459925,-538.5800120459925,0,0,0,394.0546268548924,4411.419738980027,1968.645698839065,1968.645698839065,2443.4805007141736
2022-01-20T00:00:00Z,1969.2047825953068,774.6907450988655,774.6907450988655,774.6907450988655,477.42579518788904,477.42579518788904,477.42579518788904,818.7802147181412,818.7802147181412,818.7802147181412,-521.515264807165,-521.515264807165,-521.515264807165,0,0,0,797.7053900487147,4782.581972402946,1969.2047825953068,1969.2047825953068,2743.8955276941724
2022-01-21T00:00:00Z,1969.763866351549,829.5305154633178,829.5305154633178,829.5305154633178,498.74323890032207,498.74323890032207,498.74323890032207,830.0418702782688,830.0418702782688,830.0418702782688,-499.254593715273,-499.254593715273,-499.254593715273,0,0,0,825.1995909525237,4918.030465035919,1969.763866351549,1969.763866351549,2799.294381814867
2022-01-22T00:00:00Z,1970.322950107791,-1451.0727226145682,-1451.0727226145682,-1451.0727226145682,426.3718560314635,426.3718560314635,426.3718560314635,-1404.818781240923,-1404.818781240923,-1404.818781240923,-472.6257974051086,-472.6257974051086,-472.6257974051086,0,0,0,-1557.2084258075477,2471.6290905507153,1970.322950107791,1970.322950107791,519.2502274932228
2022-01-23T00:00:00Z,1970.8820338640328,-1849.1556950472561,-1849.1556950472561,-1849.1556950472561,639.6198197847839,639.6198197847839,639.6198197847839,-2046.2474498782365,-2046.2474498782365,-2046.2474498782365,-442.52806495380355,-442.52806495380355,-442.52806495380355,0,0,0,-1682.600205029046,2153.807735681141,1970.8820338640328,1970.8820338640328,121.72633881677666
2022-01-24T00:00:00Z,1971.441117620275,1241.9443832387356,1241.9443832387356,1241.9443832387356,1416.8522655627594,1416.8522655627594,1416.8522655627594,235.00056474357143,235.00056474357143,235.00056474357143,-409.9084470675952,-409.9084470675952,-409.9084470675952,0,0,0,1359.167309067507,5239.137628429117,1971.441117620275,1971.441117620275,3213.385500859011
