y,ds,yhat,yhat_lower,yhat_upper,cutoff
90,2025-01-01T00:00:00Z,489.9083950558145,-956.0253536741485,2017.758934382925,2024-12-31T00:00:00Z
541,2025-01-02T00:00:00Z,1781.9309043814992,322.7000060541133,3169.4245110204774,2024-12-31T00:00:00Z
563,2025-01-03T00:00:00Z,1824.3363614929262,484.80313768341586,3208.5865391481193,2024-12-31T00:00:00Z
42,2025-01-04T00:00:00Z,-553.2535472037421,-1908.5418965916188,869.693555306565,2024-12-31T00:00:00Z
22,2025-01-05T00:00:00Z,-1122.7540737535069,-2462.250000477937,178.51586240393803,2024-12-31T00:00:00Z
533,2025-01-06T00:00:00Z,1409.5221167157506,18.10981195802156,2821.7548610359654,2024-12-31T00:00:00Z
712,2025-01-07T00:00:00Z,1643.589608110153,346.36266684877177,2955.896907395956,2024-12-31T00:00:00Z
904,2025-01-08T00:00:00Z,2144.458727085678,746.4553404580125,3519.781949178403,2024-12-31T00:00:00Z
1135,2025-01-09T00:00:00Z,1968.4052996320306,528.8788955210655,3330.842379351674,2024-12-31T00:00:00Z
1270,2025-01-10T00:00:00Z,1907.4379748793635,571.2478301409798,3302.1268832990895,2024-12-31T00:00:00Z
203,2025-01-11T00:00:00Z,-192.5700541584697,-1542.1858466149365,1092.0756631417396,2024-12-31T00:00:00Z
41,2025-01-12T00:00:00Z,-683.3747381081685,-2026.7465819721265,584.0300491707269,2024-12-31T00:00:00Z
1313,2025-01-13T00:00:00Z,1793.6151195435605,385.45323862656477,3158.1127752231264,2024-12-31T00:00:00Z
1609,2025-01-14T00:00:00Z,2186.803921279124,731.5716751052742,3562.024242089897,2024-12-31T00:00:00Z
2010,2025-01-15T00:00:00Z,2411.1613516577295,1015.183978822866,3784.3591660696807,2024-12-31T00:00:00Z
2206,2025-01-16T00:00:00Z,2560.0249149650563,1181.7594458474557,3849.695721268238,2024-12-31T00:00:00Z
2291,2025-01-17T00:00:00Z,2453.1352297488193,1033.5065489489639,3805.2608723733138,2024-12-31T00:00:00Z
401,2025-01-18T00:00:00Z,292.96689820278357,-1132.7965391309835,1689.0108427811538,2024-12-31T00:00:00Z
129,2025-01-19T00:00:00Z,-123.70816705180641,-1480.7671547119132,1262.0823505912788,2024-12-31T00:00:00Z
2385,2025-01-20T00:00:00Z,2388.849480134096,974.7443767624474,3865.7576894464605,2024-12-31T00:00:00Z
3051,2025-01-21T00:00:00Z,2849.6056878697846,1452.2597019922387,4134.76546845622,2024-12-31T00:00:00Z
2878,2025-01-22T00:00:00Z,3172.5428016303067,1805.6555945950772,4665.484256890025,2024-12-31T00:00:00Z
4853,2025-01-23T00:00:00Z,3318.318636250415,1917.0923226169014,4600.21012917152,2024-12-31T00:00:00Z
5202,2025-01-24T00:00:00Z,3270.1825964670697,1927.4757772824776,4614.704434760651,2024-12-31T00:00:00Z
1624,2025-01-25T00:00:00Z,1208.6172458576402,-146.5716529174453,2588.8279288521935,2024-12-31T00:00:00Z
454,2025-01-26T00:00:00Z,683.7846821447952,-712.3778157008109,2009.3894862631773,2024-12-31T00:00:00Z
5598,2025-01-27T00:00:00Z,4451.541488441013,3092.8432780304165,5932.663070521783,2024-12-31T00:00:00Z
5264,2025-01-28T00:00:00Z,5222.948489252003,3809.388321728557,6508.537660962525,2024-12-31T00:00:00Z
310,2025-01-29T00:00:00Z,4407.938929136508,2939.4291981382366,5763.122630586554,2024-12-31T00:00:00Z
255,2025-01-30T00:00:00Z,5918.605475969908,4605.555443257115,7382.55327087483,2024-12-31T00:00:00Z
6041,2025-01-31T00:00:00Z,8150.246360502492,6769.308003554063,9521.105294900557,2024-12-31T00:00:00Z
47,2025-02-01T00:00:00Z,-2392.269238439906,-3800.552375244125,-1048.206635877234,2025-01-31T00:00:00Z
14,2025-02-02T00:00:00Z,-1419.460909959164,-2852.6668852961025,-17.693187551580877,2025-01-31T00:00:00Z
454,2025-02-03T00:00:00Z,1223.4121303038382,-147.47324613330989,2686.7128913129472,2025-01-31T00:00:00Z
626,2025-02-04T00:00:00Z,1535.5272836820486,176.11523735357562,2777.1516847942144,2025-01-31T00:00:00Z
886,2025-02-05T00:00:00Z,1611.4139058124028,213.24754338459184,2943.086644573635,2025-01-31T00:00:00Z
1159,2025-02-06T00:00:00Z,1626.416702681724,271.1226495051942,3055.8530289065748,2025-01-31T00:00:00Z
1342,2025-02-07T00:00:00Z,1370.4298511500374,-103.42471970594531,2758.596378527716,2025-01-31T00:00:00Z
301,2025-02-08T00:00:00Z,-298.8212473593285,-1745.7748440399475,1039.19792217958,2025-01-31T00:00:00Z
54,2025-02-09T00:00:00Z,-791.1709936286638,-2216.92288023923,673.6540359560552,2025-01-31T00:00:00Z
1577,2025-02-10T00:00:00Z,1877.2098172663354,452.9262121063192,3302.644943312256,2025-01-31T00:00:00Z
555,2025-02-11T00:00:00Z,693.56172556621,-735.6045573598035,2031.3057255778226,2025-01-31T00:00:00Z
1823,2025-02-12T00:00:00Z,2347.4910739160323,928.3790152248682,3787.3056236467596,2025-01-31T00:00:00Z
2210,2025-02-13T00:00:00Z,2320.9011006684536,986.1664372029402,3781.849011694195,2025-01-31T00:00:00Z
2308,2025-02-14T00:00:00Z,2325.9366631956345,935.8787810370189,3764.5340329392734,2025-01-31T00:00:00Z
485,2025-02-15T00:00:00Z,360.5587663840445,-1058.565075435246,1754.1684266403845,2025-01-31T00:00:00Z
118,2025-02-16T00:00:00Z,-57.7102355255015,-1451.7932860123044,1316.932339026411,2025-01-31T00:00:00Z
2482,2025-02-17T00:00:00Z,2418.786529246759,1131.805613964857,3905.476335096877,2025-01-31T00:00:00Z
2913,2025-02-18T00:00:00Z,2816.7250229955716,1408.7303428206603,4275.447581013333,2025-01-31T00:00:00Z
